x,y,HEATING_DEGREE_DAYS_FLAG,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION,LOCAL_MONTH,SNOW_ON_GROUND,TOTAL_RAIN_FLAG,CLIMATE_IDENTIFIER,SPEED_MAX_GUST,MIN_TEMPERATURE_FLAG,PROVINCE_CODE,MAX_TEMPERATURE,MIN_REL_HUMIDITY_FLAG,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,LOCAL_DATE,MIN_REL_HUMIDITY,DIRECTION_MAX_GUST_FLAG,LOCAL_DAY,ID,MIN_TEMPERATURE,MAX_REL_HUMIDITY,TOTAL_SNOW_FLAG,TOTAL_RAIN,LOCAL_YEAR,DIRECTION_MAX_GUST,HEATING_DEGREE_DAYS,MAX_TEMPERATURE_FLAG,MEAN_TEMPERATURE,TOTAL_SNOW,MEAN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,STATION_NAME
-79.4,43.666666666666664,,,,1.3,1,,M,6158355,,,ON,1.9,,,0,,2010-01-01 00:00:00,75,M,1,6158355.2010.1.1,-9.9,96,M,,2010,,22,,-4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,-9.7,,,0,,2010-01-02 00:00:00,65,M,2,6158355.2010.1.2,-16.5,78,M,,2010,,31.1,,-13.1,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,2.3,1,,M,6158355,,,ON,-9.3,,,0,,2010-01-03 00:00:00,73,M,3,6158355.2010.1.3,-14.7,87,M,,2010,,30,,-12,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,-6.7,,,0,,2010-01-04 00:00:00,73,M,4,6158355.2010.1.4,-12,84,M,,2010,,27.4,,-9.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,2.9,1,,M,6158355,,,ON,-3.6,,,0,,2010-01-05 00:00:00,77,M,5,6158355.2010.1.5,-10.4,91,M,,2010,,25,,-7,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,-1.9,,,0,,2010-01-06 00:00:00,75,M,6,6158355.2010.1.6,-8.9,87,M,,2010,,23.4,,-5.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,-2.6,,,0,,2010-01-07 00:00:00,74,M,7,6158355.2010.1.7,-6,89,M,,2010,,22.3,,-4.3,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,1.4,1,,M,6158355,,,ON,-6,,,0,,2010-01-08 00:00:00,66,M,8,6158355.2010.1.8,-11.4,90,M,,2010,,26.7,,-8.7,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,-8.6,,,0,,2010-01-09 00:00:00,48,M,9,6158355.2010.1.9,-14,77,M,,2010,,29.3,,-11.3,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,-1.7,,,0,,2010-01-10 00:00:00,58,M,10,6158355.2010.1.10,-12.1,81,M,,2010,,24.9,,-6.9,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0.6,1,,M,6158355,,,ON,-3.3,,,0,,2010-01-11 00:00:00,56,M,11,6158355.2010.1.11,-6.5,89,M,,2010,,22.9,,-4.9,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,-4.3,,,0,,2010-01-12 00:00:00,62,M,12,6158355.2010.1.12,-7.3,80,M,,2010,,23.8,,-5.8,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,0.8,,,0,,2010-01-13 00:00:00,69,M,13,6158355.2010.1.13,-5.2,87,M,,2010,,20.2,,-2.2,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,4.6,,,0,,2010-01-14 00:00:00,68,M,14,6158355.2010.1.14,-3.1,87,M,,2010,,17.2,,0.8,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,4.7,,,0,,2010-01-15 00:00:00,66,M,15,6158355.2010.1.15,2.3,85,M,,2010,,14.5,,3.5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,2.9,,,0,,2010-01-16 00:00:00,73,M,16,6158355.2010.1.16,-0.6,90,M,,2010,,16.8,,1.2,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,3,,,0,,2010-01-17 00:00:00,88,M,17,6158355.2010.1.17,-0.4,97,M,,2010,,16.7,,1.3,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,2.3,,,0,,2010-01-18 00:00:00,80,M,18,6158355.2010.1.18,-1,96,M,,2010,,17.3,,0.7,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,2.3,,,0,,2010-01-19 00:00:00,78,M,19,6158355.2010.1.19,-2,94,M,,2010,,17.8,,0.2,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,-1,,,0,,2010-01-20 00:00:00,63,M,20,6158355.2010.1.20,-5.4,82,M,,2010,,21.2,,-3.2,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,0.9,,,0,,2010-01-21 00:00:00,77,M,21,6158355.2010.1.21,-5.9,89,M,,2010,,20.5,,-2.5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,2.6,,,0,,2010-01-22 00:00:00,47,M,22,6158355.2010.1.22,-1.2,91,M,,2010,,17.3,,0.7,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,2.6,,,0,,2010-01-23 00:00:00,73,M,23,6158355.2010.1.23,-3.8,92,M,,2010,,18.6,,-0.6,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,7.4,1,,M,6158355,,,ON,6,,,0,,2010-01-24 00:00:00,71,M,24,6158355.2010.1.24,1.8,100,M,,2010,,14.1,,3.9,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,11.3,1,,M,6158355,,,ON,7.9,,,0,,2010-01-25 00:00:00,80,M,25,6158355.2010.1.25,1.2,100,M,,2010,,13.4,,4.6,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,1.5,,,0,,2010-01-26 00:00:00,73,M,26,6158355.2010.1.26,-0.7,86,M,,2010,,17.6,,0.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,-0.6,,,0,,2010-01-27 00:00:00,57,M,27,6158355.2010.1.27,-4.3,85,M,,2010,,20.5,,-2.5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0.7,1,,M,6158355,,,ON,-3,,,0,,2010-01-28 00:00:00,47,M,28,6158355.2010.1.28,-13.7,80,M,,2010,,26.4,,-8.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,-9.6,,,0,,2010-01-29 00:00:00,43,M,29,6158355.2010.1.29,-17,72,M,,2010,,31.3,,-13.3,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,-8.8,,,0,,2010-01-30 00:00:00,33,M,30,6158355.2010.1.30,-18,76,M,,2010,,31.4,,-13.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,1,,M,6158355,,,ON,-3.9,,,0,,2010-01-31 00:00:00,65,M,31,6158355.2010.1.31,-10.7,85,M,,2010,,25.3,,-7.3,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,-2.2,,,0,,2010-02-01 00:00:00,49,M,1,6158355.2010.2.1,-8.8,71,M,,2010,,23.5,,-5.5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,2.3,2,,M,6158355,,,ON,-1.3,,,0,,2010-02-02 00:00:00,61,M,2,6158355.2010.2.2,-7,94,M,,2010,,22.2,,-4.2,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,1.4,,,0,,2010-02-03 00:00:00,65,M,3,6158355.2010.2.3,-4.2,92,M,,2010,,19.4,,-1.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,1.3,,,0,,2010-02-04 00:00:00,53,M,4,6158355.2010.2.4,-6.3,78,M,,2010,,20.5,,-2.5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,0.7,,,0,,2010-02-05 00:00:00,49,M,5,6158355.2010.2.5,-6.1,79,M,,2010,,20.7,,-2.7,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,-4.3,,,0,,2010-02-06 00:00:00,52,M,6,6158355.2010.2.6,-11.2,67,M,,2010,,25.8,,-7.8,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,-2.3,,,0,,2010-02-07 00:00:00,40,M,7,6158355.2010.2.7,-10.8,76,M,,2010,,24.6,,-6.6,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,0.8,,,0,,2010-02-08 00:00:00,54,M,8,6158355.2010.2.8,-9,82,M,,2010,,22.1,,-4.1,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0.7,2,,M,6158355,,,ON,-3,,,0,,2010-02-09 00:00:00,63,M,9,6158355.2010.2.9,-6.9,91,M,,2010,,23,,-5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,2,2,,M,6158355,,,ON,-1.6,,,0,,2010-02-10 00:00:00,61,M,10,6158355.2010.2.10,-7,90,M,,2010,,22.3,,-4.3,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,0.4,,,0,,2010-02-11 00:00:00,48,M,11,6158355.2010.2.11,-8.3,79,M,,2010,,22,,-4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,0.6,,,0,,2010-02-12 00:00:00,47,M,12,6158355.2010.2.12,-7.1,82,M,,2010,,21.3,,-3.3,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,-1.3,,,0,,2010-02-13 00:00:00,57,M,13,6158355.2010.2.13,-8.1,89,M,,2010,,22.7,,-4.7,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,0.3,,,0,,2010-02-14 00:00:00,67,M,14,6158355.2010.2.14,-3.2,83,M,,2010,,19.5,,-1.5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,-0.5,,,0,,2010-02-15 00:00:00,62,M,15,6158355.2010.2.15,-2.6,84,M,,2010,,19.6,,-1.6,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,0.8,,,0,,2010-02-16 00:00:00,64,M,16,6158355.2010.2.16,-3.2,87,M,,2010,,19.2,,-1.2,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,1.8,2,,M,6158355,,,ON,1.3,,,0,,2010-02-17 00:00:00,75,M,17,6158355.2010.2.17,-2.5,94,M,,2010,,18.6,,-0.6,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,2,,,0,,2010-02-18 00:00:00,68,M,18,6158355.2010.2.18,-1.4,86,M,,2010,,17.7,,0.3,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,4,,,0,,2010-02-19 00:00:00,61,M,19,6158355.2010.2.19,-0.3,83,M,,2010,,16.1,,1.9,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,5.1,,,0,,2010-02-20 00:00:00,64,M,20,6158355.2010.2.20,-1.8,86,M,,2010,,16.3,,1.7,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,5.3,,,0,,2010-02-21 00:00:00,47,M,21,6158355.2010.2.21,-3.8,81,M,,2010,,17.2,,0.8,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,6.2,2,,M,6158355,,,ON,1.3,,,0,,2010-02-22 00:00:00,76,M,22,6158355.2010.2.22,-2.9,100,M,,2010,,18.8,,-0.8,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,1.5,2,,M,6158355,,,ON,1.6,,,0,,2010-02-23 00:00:00,82,M,23,6158355.2010.2.23,-0.6,100,M,,2010,,17.5,,0.5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,0.9,,,0,,2010-02-24 00:00:00,70,M,24,6158355.2010.2.24,-2.1,89,M,,2010,,18.6,,-0.6,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,3.2,2,,M,6158355,,,ON,-1.3,,,0,,2010-02-25 00:00:00,76,M,25,6158355.2010.2.25,-6.9,92,M,,2010,,22.1,,-4.1,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,7.8,2,,M,6158355,,,ON,2.1,,,0,,2010-02-26 00:00:00,84,M,26,6158355.2010.2.26,-6.4,99,M,,2010,,20.2,,-2.2,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,3.9,2,,M,6158355,,,ON,3.6,,,0,,2010-02-27 00:00:00,86,M,27,6158355.2010.2.27,0.8,97,M,,2010,,15.8,,2.2,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,2,,M,6158355,,,ON,5.4,,,0,,2010-02-28 00:00:00,72,M,28,6158355.2010.2.28,1.4,92,M,,2010,,14.6,,3.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,4.2,,,0,,2010-03-01 00:00:00,61,M,1,6158355.2010.3.1,-0.2,82,M,,2010,,16,,2,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,4.3,,,0,,2010-03-02 00:00:00,57,M,2,6158355.2010.3.2,-1.5,76,M,,2010,,16.6,,1.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,5.8,,,0,,2010-03-03 00:00:00,33,M,3,6158355.2010.3.3,-0.7,72,M,,2010,,15.4,,2.6,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,4.7,,,0,,2010-03-04 00:00:00,38,M,4,6158355.2010.3.4,-1.8,66,M,,2010,,16.5,,1.5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,5,,,0,,2010-03-05 00:00:00,39,M,5,6158355.2010.3.5,-2.7,68,M,,2010,,16.8,,1.2,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,8.8,,,0,,2010-03-06 00:00:00,32,M,6,6158355.2010.3.6,-1.5,75,M,,2010,,14.3,,3.7,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,12,,,0,,2010-03-07 00:00:00,17,M,7,6158355.2010.3.7,0.7,72,M,,2010,,11.6,,6.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,15.5,,,0,,2010-03-08 00:00:00,32,M,8,6158355.2010.3.8,1.7,72,M,,2010,,9.4,,8.6,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,12.8,,,0,,2010-03-09 00:00:00,44,M,9,6158355.2010.3.9,2.7,85,M,,2010,,10.2,,7.8,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,8.9,,,0,,2010-03-10 00:00:00,52,M,10,6158355.2010.3.10,2.3,88,M,,2010,,12.4,,5.6,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,11.3,,,0,,2010-03-11 00:00:00,49,M,11,6158355.2010.3.11,6.2,63,M,,2010,,9.2,,8.8,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,16.8,3,,M,6158355,,,ON,7.2,,,0,,2010-03-12 00:00:00,68,M,12,6158355.2010.3.12,5.4,98,M,,2010,,11.7,,6.3,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,21.7,3,,M,6158355,,,ON,7.2,,,0,,2010-03-13 00:00:00,65,M,13,6158355.2010.3.13,4.5,90,M,,2010,,12.1,,5.9,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,2.8,3,,M,6158355,,,ON,7,,,0,,2010-03-14 00:00:00,78,M,14,6158355.2010.3.14,3.6,91,M,,2010,,12.7,,5.3,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,12.1,,,0,,2010-03-15 00:00:00,32,M,15,6158355.2010.3.15,4,95,M,,2010,,9.9,,8.1,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,14.9,,,0,,2010-03-16 00:00:00,17,M,16,6158355.2010.3.16,5.8,41,M,,2010,,7.6,,10.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,16.7,,,0,,2010-03-17 00:00:00,28,M,17,6158355.2010.3.17,5.5,55,M,,2010,,6.9,,11.1,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,19.6,,,0,,2010-03-18 00:00:00,29,M,18,6158355.2010.3.18,6.6,62,M,,2010,,4.9,,13.1,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,16.4,,,0,,2010-03-19 00:00:00,52,M,19,6158355.2010.3.19,6.1,78,M,,2010,,6.7,,11.3,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,7.2,,,0,,2010-03-20 00:00:00,59,M,20,6158355.2010.3.20,0.7,79,M,,2010,,14,,4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,5.3,,,0,,2010-03-21 00:00:00,75,M,21,6158355.2010.3.21,0.1,84,M,,2010,,15.3,,2.7,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,3,3,,M,6158355,,,ON,8.6,,,0,,2010-03-22 00:00:00,33,M,22,6158355.2010.3.22,2.4,93,M,,2010,,12.5,,5.5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,12.5,3,,M,6158355,,,ON,4.8,,,0,,2010-03-23 00:00:00,79,M,23,6158355.2010.3.23,2,97,M,,2010,,14.6,,3.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,14.6,,,0,,2010-03-24 00:00:00,26,M,24,6158355.2010.3.24,0.3,87,M,,2010,,10.5,,7.5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,10.1,,,0,,2010-03-25 00:00:00,29,M,25,6158355.2010.3.25,-1.6,73,M,,2010,,13.7,,4.3,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,0.3,,,0,,2010-03-26 00:00:00,28,M,26,6158355.2010.3.26,-5.6,54,M,,2010,,20.7,,-2.7,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,3.7,,,0,,2010-03-27 00:00:00,31,M,27,6158355.2010.3.27,-3.4,74,M,,2010,,17.8,,0.2,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,4.6,3,,M,6158355,,,ON,6.6,,,0,,2010-03-28 00:00:00,60,M,28,6158355.2010.3.28,3.7,99,M,,2010,,12.8,,5.2,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0.6,3,,M,6158355,,,ON,9.5,,,0,,2010-03-29 00:00:00,61,M,29,6158355.2010.3.29,3,99,M,,2010,,11.7,,6.3,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,12.1,,,0,,2010-03-30 00:00:00,37,M,30,6158355.2010.3.30,1.9,81,M,,2010,,11,,7,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,3,,M,6158355,,,ON,15.2,,,0,,2010-03-31 00:00:00,28,M,31,6158355.2010.3.31,3.7,65,M,,2010,,8.5,,9.5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,18.3,,,0,,2010-04-01 00:00:00,40,M,1,6158355.2010.4.1,7.3,66,M,,2010,,5.2,,12.8,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,24.3,,,0,,2010-04-02 00:00:00,40,M,2,6158355.2010.4.2,10.7,74,M,,2010,,0.5,,17.5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,21.2,,,0,,2010-04-03 00:00:00,46,M,3,6158355.2010.4.3,12.4,71,M,,2010,,1.2,,16.8,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,17.8,,,0,,2010-04-04 00:00:00,23,M,4,6158355.2010.4.4,9,76,M,,2010,,4.6,,13.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,23.8,,,0,,2010-04-05 00:00:00,26,M,5,6158355.2010.4.5,11.4,67,M,,2010,,0.4,,17.6,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,5.1,4,,M,6158355,,,ON,14.4,,,0,,2010-04-06 00:00:00,52,M,6,6158355.2010.4.6,9.1,99,M,,2010,,6.2,,11.8,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,15.2,4,,M,6158355,,,ON,17.2,,,0,,2010-04-07 00:00:00,73,M,7,6158355.2010.4.7,7.8,100,M,,2010,,5.5,,12.5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,9,4,,M,6158355,,,ON,11.1,,,0,,2010-04-08 00:00:00,72,M,8,6158355.2010.4.8,5,100,M,,2010,,9.9,,8.1,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,5,,,0,,2010-04-09 00:00:00,58,M,9,6158355.2010.4.9,2.3,76,M,,2010,,14.3,,3.7,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,13.1,,,0,,2010-04-10 00:00:00,49,M,10,6158355.2010.4.10,1.7,81,M,,2010,,10.6,,7.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,16.3,,,0,,2010-04-11 00:00:00,23,M,11,6158355.2010.4.11,5.8,82,M,,2010,,6.9,,11.1,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,14,,,0,,2010-04-12 00:00:00,27,M,12,6158355.2010.4.12,5.8,65,M,,2010,,8.1,,9.9,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,14.9,,,0,,2010-04-13 00:00:00,23,M,13,6158355.2010.4.13,6.5,53,M,,2010,,7.3,,10.7,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,16.5,,,0,,2010-04-14 00:00:00,14,M,14,6158355.2010.4.14,6.2,59,M,,2010,,6.6,,11.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,20.1,,,0,,2010-04-15 00:00:00,34,M,15,6158355.2010.4.15,8.7,66,M,,2010,,3.6,,14.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,22.3,,,0,,2010-04-16 00:00:00,41,M,16,6158355.2010.4.16,5.9,76,M,,2010,,3.9,,14.1,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,8.9,,,0,,2010-04-17 00:00:00,57,M,17,6158355.2010.4.17,3.8,88,M,,2010,,11.6,,6.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,15.3,,,0,,2010-04-18 00:00:00,36,M,18,6158355.2010.4.18,4.9,89,M,,2010,,7.9,,10.1,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,17.3,,,0,,2010-04-19 00:00:00,30,M,19,6158355.2010.4.19,5.2,74,M,,2010,,6.7,,11.3,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,18.1,,,0,,2010-04-20 00:00:00,29,M,20,6158355.2010.4.20,6,75,M,,2010,,5.9,,12.1,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,18.5,,,0,,2010-04-21 00:00:00,32,M,21,6158355.2010.4.21,4.6,78,M,,2010,,6.4,,11.6,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,13,,,0,,2010-04-22 00:00:00,29,M,22,6158355.2010.4.22,3.6,81,M,,2010,,9.7,,8.3,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,12.6,,,0,,2010-04-23 00:00:00,34,M,23,6158355.2010.4.23,3.8,68,M,,2010,,9.8,,8.2,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,16.8,,,0,,2010-04-24 00:00:00,30,M,24,6158355.2010.4.24,7.6,67,M,,2010,,5.8,,12.2,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,13.1,,,0,,2010-04-25 00:00:00,47,M,25,6158355.2010.4.25,9.9,73,M,,2010,,6.5,,11.5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,16.6,,,0,,2010-04-26 00:00:00,30,M,26,6158355.2010.4.26,7.1,51,M,,2010,,6.1,,11.9,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,11.1,,,0,,2010-04-27 00:00:00,26,M,27,6158355.2010.4.27,3.9,65,M,,2010,,10.5,,7.5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,14.3,,,0,,2010-04-28 00:00:00,17,M,28,6158355.2010.4.28,5,64,M,,2010,,8.3,,9.7,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,19.7,,,0,,2010-04-29 00:00:00,22,M,29,6158355.2010.4.29,5.7,49,M,,2010,,5.3,,12.7,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,4,,M,6158355,,,ON,19.5,,,0,,2010-04-30 00:00:00,36,M,30,6158355.2010.4.30,12.2,53,M,,2010,,2.1,,15.9,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,1.1,5,,M,6158355,,,ON,22.2,,,0,,2010-05-01 00:00:00,57,M,1,6158355.2010.5.1,13,88,M,,2010,,0.4,,17.6,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,5,,M,6158355,,,ON,24.2,,,1.4,,2010-05-02 00:00:00,71,M,2,6158355.2010.5.2,14.6,93,M,,2010,,0,,19.4,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0.7,5,,M,6158355,,,ON,25.4,,,2.2,,2010-05-03 00:00:00,40,M,3,6158355.2010.5.3,15,96,M,,2010,,0,,20.2,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,5,,M,6158355,,,ON,21.9,,,0.2,,2010-05-04 00:00:00,33,M,4,6158355.2010.5.4,14.4,81,M,,2010,,0,,18.2,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,5.6,5,,M,6158355,,,ON,24.6,,,0.5,,2010-05-05 00:00:00,39,M,5,6158355.2010.5.5,12.3,99,M,,2010,,0,,18.5,,,M,TORONTO CITY
-79.4,43.666666666666664,,,,0,5,,M,6158355,,,ON,15.8,,,0,,2010-05-06 00:00:00,52,M,6,6158355.2010.5.6,8.5,99,M,,2010,,5.8,,12.2,,,M,TORONTO CITY
